path,name,category,rect_transform_count,game_object_count,startup_score,startup_keywords,sample_node_names,large_rect_count
Assets/Resources/prefabs/ui/listitem/memorycard/shop/shopitem/UIListItem_MemoryCardShop_Point.prefab,UIListItem_MemoryCardShop_Point,listitem,25,25,0,,UIListItem_MemoryCardShop_Point|BG (1)|BG|BG (1)|BG (2)|IconGroup|Glow|Glow|Icon|Deco_1|Deco_2|Deco_2 (1),7
Assets/Resources/prefabs/ui/listitem/memorycard/shop/shopitem/UIListItem_MemoryCardShop_Season.prefab,UIListItem_MemoryCardShop_Season,listitem,165,165,0,,UIListItem_MemoryCardShop_Season|BG (1)|BG (1)|BG|Deco_1|Deco_2|Deco_2 (1)|Gradiant|Gradiant (1)|Top|Character|Maid_1005_LD_Summer01,8
Assets/Resources/prefabs/ui/listitem/memorycard/shop/shopitem/UIPopup_MemoryTicketExchangeShop.prefab,UIPopup_MemoryTicketExchangeShop,popup,48,53,0,,UIPopup_MemoryTicketExchangeShop|Dim|BG|Banner|UFX_FireWork|BannerArea|BannerPos|UIBanner_SeasonPass_Christmas_2025|Img_BannerBG|Img_BannerBG (1)|Light|Tilte (1),7
Assets/Resources/prefabs/ui/listitem/memorycard/shop/UIListItem_MemoryCardShop_BG.prefab,UIListItem_MemoryCardShop_BG,listitem,467,487,0,,UIListItem_MemoryCardShop_BG|BG (1)|BG|Deco_1|Deco_2|Deco_2 (1)|Gradiant|Gradiant (1)|Top_Kokomi|Character|GameObject|Deco,12
Assets/Resources/prefabs/ui/listitem/memorycard/shop/UIListItem_MemoryTicketExchangeShop 1.prefab,UIListItem_MemoryTicketExchangeShop 1,listitem,45,45,1,loading,UIListItem_MemoryTicketExchangeShop 1|ItemBG|Top|InnerLine|Icon_Card|Item_MemoryCard|UIListItem_MemoryCard_Maid_Aku_102005|Card|BG|UIListItem_Char_Aku|Char|Frame,1
Assets/Resources/prefabs/ui/listitem/memorycard/shop/UIListItem_MemoryTicketExchangeShop.prefab,UIListItem_MemoryTicketExchangeShop,listitem,39,39,1,loading,UIListItem_MemoryTicketExchangeShop|ItemBG|Top|InnerLine|GoodsArea|Image|Item_MemoryCard|AmountGroup|Amount|Item_Amount|Count|Text,0
Assets/Resources/prefabs/ui/listitem/memorycard/UIListItem_MemoryCardChanceInfo.prefab,UIListItem_MemoryCardChanceInfo,listitem,5,5,0,,UIListItem_MemoryCardChanceInfo|Image (1)|Text_Title|Image (2)|Text_Title,1
Assets/Resources/prefabs/ui/listitem/memorycard/UIListItem_MemoryCardChanceInfo_Title.prefab,UIListItem_MemoryCardChanceInfo_Title,listitem,5,5,0,,UIListItem_MemoryCardChanceInfo_Title|Image (1)|Text_Title|Image (2)|Text_Title,1
Assets/Resources/prefabs/ui/listitem/memorycardboard/One.prefab,One,listitem,2,2,0,,One|Image (1),0
Assets/Resources/prefabs/ui/listitem/memorycardboard/UIListItem_Block.prefab,UIListItem_Block,listitem,6,6,0,,UIListItem_Block|UIListItem_Block|UIListItem_Block (1)|Image|Card|Image (1),0
Assets/Resources/prefabs/ui/listitem/memorycardboard/UIListItem_Star.prefab,UIListItem_Star,listitem,5,5,0,,UIListItem_Star|UIListItem_Star (1)|UIListItem_Star (2)|UIListItem_Star|UIListItem_Star (1),0
Assets/Resources/prefabs/ui/listitem/minigame/UIListitem_MiniGame_PuddingJump.prefab,UIListitem_MiniGame_PuddingJump,listitem,202,208,0,,UIListitem_MiniGame_PuddingJump|PlayStart|Scroll View|Sky|SkyHigh|Viewport|Content|BG|Cloud 1|cloud1|cloud (2)|cloud (3),12
Assets/Resources/prefabs/ui/listitem/minigame/UIListitem_PC_PuddingJump_Pudding.prefab,UIListitem_PC_PuddingJump_Pudding,listitem,19,19,0,,UIListitem_PC_PuddingJump_Pudding|MoveObject|NormalPudding|SkeletonGraphic (ChocoPudding)|Stick|Image|Stick (1)|HalfBeatPudding|SkeletonGraphic (ChocoPudding)|Stick|Image|Stick (1),5
Assets/Resources/prefabs/ui/listitem/minigame/UIListitem_PuddingJump_Char.prefab,UIListitem_PuddingJump_Char,listitem,4,4,0,,UIListitem_PuddingJump_Char|Maid_1002_SD|GameObject|SkeletonGraphic (Maid02_SD_Aku_Jump),0
Assets/Resources/prefabs/ui/listitem/minigame/UIListitem_PuddingJump_Pudding.prefab,UIListitem_PuddingJump_Pudding,listitem,31,31,0,,UIListitem_PuddingJump_Pudding|MoveObject|NormalPudding|SkeletonGraphic (ChocoPudding)|Stick|Image|Stick (1)|HalfBeatPudding|SkeletonGraphic (ChocoPudding)|Stick|Image|Stick (1),7
Assets/Resources/prefabs/ui/listitem/minigame/UIListIten_PuddingJump_Warning.prefab,UIListIten_PuddingJump_Warning,listitem,4,4,0,,UIListIten_PuddingJump_Warning|Image|Image (1)|Text (TMP),0
Assets/Resources/prefabs/ui/listitem/minigame/UIListitme_ArcadeBanner.prefab,UIListitme_ArcadeBanner,listitem,8,8,0,,UIListitme_ArcadeBanner|Image (1)|UIBanner_PuddingJump|BGArea|Image|Light|TextTitle|OL,2
Assets/Resources/prefabs/ui/listitem/outgame/UIListItem_ChooseDormitory.prefab,UIListItem_ChooseDormitory,listitem,1,1,0,,UIListItem_ChooseDormitory,0
Assets/Resources/prefabs/ui/listitem/outgame/UIListItem_FriendInvite.prefab,UIListItem_FriendInvite,listitem,16,16,0,,UIListItem_FriendInvite|BG|Image|Basic|'GetBasicReward '|Text (TMP)|GetBasicReward_Disable|Text (TMP)|Step|BG|Image|TextCount,1
Assets/Resources/prefabs/ui/listitem/outgame/UIListItem_FriendInviteReward.prefab,UIListItem_FriendInviteReward,listitem,6,6,0,,UIListItem_FriendInviteReward|BG|Icon|Text_Amount|Btn_Info|Info,0
Assets/Resources/prefabs/ui/listitem/outgame/UIListItem_Notice.prefab,UIListItem_Notice,listitem,31,31,0,,UIListItem_Notice|BG|Image|Deco|Mask_Char|Image|Image (1)|New SkeletonGraphic|GameObject|R|Image|RemainTime,1
Assets/Resources/prefabs/ui/listitem/outgame/UIListItem_Notice_Sns.prefab,UIListItem_Notice_Sns,listitem,8,8,0,,UIListItem_Notice_Sns|Image (Bg)|Image (Logo)|Image (Energy)|Image (Chat)|Image (2)|Image|Text (Amount),0
Assets/Resources/prefabs/ui/listitem/outgame/UIListItem_NoticeAds.prefab,UIListItem_NoticeAds,listitem,38,42,0,,UIListItem_NoticeAds|BG|Image_Char|Text_NoticeName|RemainTime|Txt_RemainTime|Image|Bottom|Deco|Button_Get|Btn_Green|Image,1
Assets/Resources/prefabs/ui/listitem/outgame/UIListItem_NoticeReward.prefab,UIListItem_NoticeReward,listitem,5,5,0,,UIListItem_NoticeReward|Image_Item|Text_Amount|Image_Info|Button,0
Assets/Resources/prefabs/ui/listitem/package/UIListitem_CardPack01Package.prefab,UIListitem_CardPack01Package,listitem,3,3,0,,UIListitem_CardPack01Package|SpinePose|SkeletonGraphic (Event_CardPackage_Icon),0
Assets/Resources/prefabs/ui/listitem/package/UIListitem_GoldPackage_Icon.prefab,UIListitem_GoldPackage_Icon,listitem,9,9,0,,UIListitem_GoldPackage_Icon|BG|Icon_2|Icon_3|Icon_6|Icon_7|Icon|Icon_1|Icon_4,0
Assets/Resources/prefabs/ui/listitem/package/UIListitem_HighKuji.prefab,UIListitem_HighKuji,listitem,174,174,0,,UIListitem_HighKuji|RewardArea|SpineParent|UIListItem_Reward|Item_Reward|Item_Amount|Costume|GameObject|Btn_Info|Icon_Info|UIListItme_MaidSkin_AlernativeReward|SkinName,0
Assets/Resources/prefabs/ui/listitem/package/UIListitem_JewelPackage_Icon.prefab,UIListitem_JewelPackage_Icon,listitem,10,10,0,,UIListitem_JewelPackage_Icon|BG|Icon_2|Icon_3|Icon_6|Icon_7|Icon|Icon_1|Icon_5|Icon_4,0
Assets/Resources/prefabs/ui/listitem/package/UIListitem_JokerPackage_Icon.prefab,UIListitem_JokerPackage_Icon,listitem,11,11,0,,UIListitem_JokerPackage_Icon|BG|BG (1)|BG (2)|BG_1|Image|BG_3|BG_2|Icon|Image|Star,0
Assets/Resources/prefabs/ui/listitem/package/UIListitem_LevelUpPackage_Icon.prefab,UIListitem_LevelUpPackage_Icon,listitem,5,5,0,,UIListitem_LevelUpPackage_Icon|BG|Image|Icon|Star,0
Assets/Resources/prefabs/ui/listitem/package/UIListitem_RandomBoxPackage_Icon.prefab,UIListitem_RandomBoxPackage_Icon,listitem,9,9,0,,UIListitem_RandomBoxPackage_Icon|BG|BG|BG_1|Image|Icon|Star|BG_3|BG_2,0
Assets/Resources/prefabs/ui/listitem/package/UIListitem_RouletteSlot.prefab,UIListitem_RouletteSlot,listitem,27,29,0,,UIListitem_RouletteSlot|OFF|OL|UIListItem_Reward|Item_Reward|Item_Amount|Costume|GameObject|Btn_Info|Icon_Info|IconArea_Off|Normal,0
Assets/Resources/prefabs/ui/listitem/package/UIListitem_SDPackage_Akane.prefab,UIListitem_SDPackage_Akane,listitem,3,3,0,,UIListitem_SDPackage_Akane|BG|Contents,0
Assets/Resources/prefabs/ui/listitem/package/UIListitem_SeasonPassPointPack_Summer_Icon.prefab,UIListitem_SeasonPassPointPack_Summer_Icon,listitem,10,10,0,,UIListitem_SeasonPassPointPack_Summer_Icon|BG|Color (1)|Icon_6 (4)|Icon_6 (5)|Color|Icon_1|Icon_4|Glow|Icon,0
Assets/Resources/prefabs/ui/listitem/package/UIListitem_SelectBoxPackage_Icon.prefab,UIListitem_SelectBoxPackage_Icon,listitem,9,9,0,,UIListitem_SelectBoxPackage_Icon|BG|BG|BG_1|Image|Icon|Star|BG_3|BG_2,0
Assets/Resources/prefabs/ui/listitem/package/UIListitem_Simple_KaedeBirthDay_Pack.prefab,UIListitem_Simple_KaedeBirthDay_Pack,listitem,3,3,0,,UIListitem_Simple_KaedeBirthDay_Pack|BG|Contents,0
Assets/Resources/prefabs/ui/listitem/package/UIListitem_Simple_KokomiBirthDay_Pack.prefab,UIListitem_Simple_KokomiBirthDay_Pack,listitem,3,3,0,,UIListitem_Simple_KokomiBirthDay_Pack|BG|Contents,0
Assets/Resources/prefabs/ui/listitem/package/UIListitem_SimpleNormalPack_01.prefab,UIListitem_SimpleNormalPack_01,listitem,3,3,0,,UIListitem_SimpleNormalPack_01|BG|Contents,0
Assets/Resources/prefabs/ui/listitem/package/UIListitem_SimpleNormalPack_02.prefab,UIListitem_SimpleNormalPack_02,listitem,3,3,0,,UIListitem_SimpleNormalPack_02|BG|Contents,0
Assets/Resources/prefabs/ui/listitem/package/UIListitem_SimpleNormalPack_TreasureSand_01.prefab,UIListitem_SimpleNormalPack_TreasureSand_01,listitem,3,3,0,,UIListitem_SimpleNormalPack_TreasureSand_01|BG|Contents,0
Assets/Resources/prefabs/ui/listitem/package/UIListitem_SimpleNormalPack_TreasureSand_02.prefab,UIListitem_SimpleNormalPack_TreasureSand_02,listitem,3,3,0,,UIListitem_SimpleNormalPack_TreasureSand_02|BG|Contents,0
Assets/Resources/prefabs/ui/listitem/package/UIListitem_SimpleNormalPack_TreasureSand_03.prefab,UIListitem_SimpleNormalPack_TreasureSand_03,listitem,3,3,0,,UIListitem_SimpleNormalPack_TreasureSand_03|BG|Contents,0
Assets/Resources/prefabs/ui/listitem/package/UIListitem_SplitPackage_Icon.prefab,UIListitem_SplitPackage_Icon,listitem,11,11,0,,UIListitem_SplitPackage_Icon|BG|BG (1)|BG|BG_1|Image|BG_3|BG_2|Icon (1)|Image|Star,0
Assets/Resources/prefabs/ui/listitem/package/UIListitem_StarterPackage_Icon.prefab,UIListitem_StarterPackage_Icon,listitem,20,20,0,,UIListitem_StarterPackage_Icon|BG|Icon|Image (1)|Image (2)|Image (3)|Image (2)|Image (2)|Image (3)|Image (3)|Image (2)|Image (3),0
Assets/Resources/prefabs/ui/listitem/package/UIPackage_BenefitMorePackage.prefab,UIPackage_BenefitMorePackage,listitem,8,8,0,,UIPackage_BenefitMorePackage|Image|BG|Image (3)|Glow|Image (4)|Glow (1)|Image (6),0
Assets/Resources/prefabs/ui/listitem/package/UIPackage_BenefitMorePackage_Normal.prefab,UIPackage_BenefitMorePackage_Normal,listitem,14,17,0,,UIPackage_BenefitMorePackage_Normal|Mask|BG|Core|CoinBall|Deco_1|UIParticle|Deco_1|Deco_2|UIParticle_1|Deco_1|Deco_3,0
Assets/Resources/prefabs/ui/listitem/package/UIPackage_BenefitSalePackage.prefab,UIPackage_BenefitSalePackage,listitem,5,5,0,,UIPackage_BenefitSalePackage|Image|Image (1)|Image (1)|Image (1),0
Assets/Resources/prefabs/ui/listitem/package/UIPackage_BenefitSalePackage_Normal.prefab,UIPackage_BenefitSalePackage_Normal,listitem,14,17,0,,UIPackage_BenefitSalePackage_Normal|Mask|BG|Core|CoinBall|Deco_1|UIParticle|Deco_1|Deco_2|UIParticle_1|Deco_1|Deco_3,0
Assets/Resources/prefabs/ui/listitem/package/UIPackage_Costume.prefab,UIPackage_Costume,listitem,6,6,0,,UIPackage_Costume|Image|BG|Mask|GameObject|Image (2),0
Assets/Resources/prefabs/ui/listitem/package/UIPackage_DuckTube.prefab,UIPackage_DuckTube,listitem,5,5,0,,UIPackage_DuckTube|Image|BG|BG|SkeletonGraphic (GoldWorm_DuckTube),0
Assets/Resources/prefabs/ui/listitem/package/UIPackage_EnergyPackage.prefab,UIPackage_EnergyPackage,listitem,6,6,0,,UIPackage_EnergyPackage|Image|Image_1|Image_2|Image_4|Image_3,0
Assets/Resources/prefabs/ui/listitem/package/UIPackage_Gemjar.prefab,UIPackage_Gemjar,listitem,53,58,0,,UIPackage_Gemjar|Normal|BG|BG (1)|Jewel3|JewelDirt|Mask|JewelClean|Glow|Jewel2|JewelDirt|Mask,0
Assets/Resources/prefabs/ui/listitem/package/UIPackage_GoldenWorm.prefab,UIPackage_GoldenWorm,listitem,6,6,0,,UIPackage_GoldenWorm|Image|BG|Icon|New SkeletonGraphic|New SkeletonGraphic_1,0
Assets/Resources/prefabs/ui/listitem/package/UIPackage_HighKuji.prefab,UIPackage_HighKuji,listitem,9,11,0,,UIPackage_HighKuji|Image (1)|BG|Mask|GameObject|Image (2)|UFX_Noti|Image|UIParticle,0
Assets/Resources/prefabs/ui/listitem/package/UIPackage_HighKuji_2025Christmas.prefab,UIPackage_HighKuji_2025Christmas,listitem,6,6,0,,UIPackage_HighKuji_2025Christmas|Image (1)|BG|Mask|GameObject|Image (2),0
Assets/Resources/prefabs/ui/listitem/package/UIPackage_MaidChatPackage.prefab,UIPackage_MaidChatPackage,listitem,14,14,0,,UIPackage_MaidChatPackage|BG|BG (1)|BG|BG_1|Image|BG_3|BG_3 (1)|BG_2|BG_2 (1)|Image|Icon (1),0
Assets/Resources/prefabs/ui/listitem/package/UIPackage_OnePlusPackage.prefab,UIPackage_OnePlusPackage,listitem,11,11,0,,UIPackage_OnePlusPackage|Image|TextGroup|Image_1|Image_2|1|Text (TMP)|2|Text (TMP)_1|3|Text (TMP)_2,0
Assets/Resources/prefabs/ui/listitem/package/UIPackage_Roulette.prefab,UIPackage_Roulette,listitem,9,11,0,,UIPackage_Roulette|Image (1)|BG|Mask|GameObject|Image (2)|UFX_Noti|Image|UIParticle,0
Assets/Resources/prefabs/ui/listitem/package/UIPackage_SeasonPass.prefab,UIPackage_SeasonPass,listitem,12,12,0,,UIPackage_SeasonPass|Image|BG|SpineMask|SpinePos|New SkeletonGraphic|GameObject|Text (TMP)_4|Text (TMP)_3|Text (TMP)_2|Text (TMP)_1|Text (TMP),0
Assets/Resources/prefabs/ui/listitem/package/UIPackage_SpecialAttendance.prefab,UIPackage_SpecialAttendance,listitem,12,12,0,,UIPackage_SpecialAttendance|Image|BG|SpineMask|SpinePos|New SkeletonGraphic|GameObject|Text (TMP)_4|Text (TMP)_3|Text (TMP)_2|Text (TMP)_1|Text (TMP),0
Assets/Resources/prefabs/ui/listitem/package/UIPackage_StarterPack.prefab,UIPackage_StarterPack,listitem,21,21,0,,UIPackage_StarterPack|Image|BG|Icon|Image (1)|Image (2)|Image (3)|Image (2)|Image (2)|Image (3)|Image (3)|Image (2),0
Assets/Resources/prefabs/ui/listitem/package/UIPackageBase.prefab,UIPackageBase,listitem,9,11,0,,UIPackageBase|IconArea|Parent|Time|Text_Time|Btn_Area|UFX_Noti|Image|UIParticle,0
Assets/Resources/prefabs/ui/listitem/photocard/PhotoCard_Maid01_01.prefab,PhotoCard_Maid01_01,listitem,59,59,0,,PhotoCard_Maid01_01|Char|Mask|SkeletonGraphic (PC_Maid02_01)|SkeletonGraphic (PC_Maid02_01)|Part[0]|Renderer0|UpLayerGroup|Uplayers|Part[1]|Renderer1|Part[2],0
Assets/Resources/prefabs/ui/listitem/photocard/PhotoCard_Maid02_01.prefab,PhotoCard_Maid02_01,listitem,10,10,0,,PhotoCard_Maid02_01|Char|Normal|SkeletonGraphic (PC_Aku_Cafe01_CHR)|UpLayer|SkeletonGraphic (PC_Aku_Cafe01_CHR)|Part[0]|Renderer0|Part[1]|Renderer1,1
Assets/Resources/prefabs/ui/listitem/quest/Grid_QuestItem.prefab,Grid_QuestItem,listitem,160,168,0,,Grid_QuestItem|GameObject|Mask|NPC|BG|SlotGrid|UIListItem_QuestItemSlot|Item|Icon_Shop|NewText|Text (TMP)|Icon_MatchMark,2
Assets/Resources/prefabs/ui/listitem/quest/Grid_QuestItem_Summer_Festival.prefab,Grid_QuestItem_Summer_Festival,listitem,108,114,0,,Grid_QuestItem_Summer_Festival|GameObject|Mask|NPC|BG|SlotGrid|UIListItem_QuestItemSlot|Item|Icon_Shop|NewText|Text (TMP)|Icon_MatchMark,1
Assets/Resources/prefabs/ui/listitem/quest/Grid_QuestItemConstruct.prefab,Grid_QuestItemConstruct,listitem,140,150,0,,Grid_QuestItemConstruct|GameObject|Mask|NPC|BG|SlotGrid|UIListItem_QuestItemSlot|Item|Icon_Shop|NewText|Text (TMP)|Icon_MatchMark,0
Assets/Resources/prefabs/ui/listitem/quest/Grid_QuestItemSingle.prefab,Grid_QuestItemSingle,listitem,135,145,0,,Grid_QuestItemSingle|GameObject|Mask|NPC|BG|RequiredGold|Background2|Background|Fill Area|Fill|Text (TMP)|Icon,0
Assets/Resources/prefabs/ui/listitem/quest/UIListItem_QuestItemSlot.prefab,UIListItem_QuestItemSlot,listitem,7,7,0,,UIListItem_QuestItemSlot|Item|Icon_Shop|NewText|Text (TMP)|Icon_MatchMark|Icon_AllMatchMark,0
Assets/Resources/prefabs/ui/listitem/quest/UIListItem_QuestRewardItem.prefab,UIListItem_QuestRewardItem,listitem,3,3,0,,UIListItem_QuestRewardItem|Icon_Item|Text_Item,0
Assets/Resources/prefabs/ui/listitem/quest/UIListItem_QuestRewardItem_Ver_Short.prefab,UIListItem_QuestRewardItem_Ver_Short,listitem,4,4,0,,UIListItem_QuestRewardItem_Ver_Short|Icon_Item|Text_Item|infoBtnArea,0
Assets/Resources/prefabs/ui/listitem/QuestItem_EchoArchive.prefab,QuestItem_EchoArchive,listitem,14,17,0,,QuestItem_EchoArchive|BookParent|UIParticle|Image|Glow|Img_Book|UFX_Noti|Image|UIParticle|Gauge|RewardGauge|Mask_Gauge,0
Assets/Resources/prefabs/ui/listitem/shop/Grid_ShopGoods.prefab,Grid_ShopGoods,listitem,48,48,1,loading,Grid_ShopGoods|Item_Text|BlockBG|BottomBlock|Bottom1|Bottom2|deco|deco|InnerLine|Icon_Block|AmountGroup|Amount,0
Assets/Resources/prefabs/ui/listitem/shop/UIList_ShopNormal.prefab,UIList_ShopNormal,listitem,958,965,2,loading|story,UIList_ShopNormal|UIListItem_ShopTitlePackage|Text|Pattern1|Timer|RemainTime|Txt_RemainTime|Image|Btn_Reset|BG|Icon_Story|Grid_Package,12
Assets/Resources/prefabs/ui/listitem/shop/UIListItem_ShopBlock.prefab,UIListItem_ShopBlock,listitem,31,31,1,loading,UIListItem_ShopBlock|BlockBG|Top|InnerLine|Icon_Block|AmountGroup|Amount|Item_Amount|Count|Text|BottomBlock|Bottom1,0
Assets/Resources/prefabs/ui/listitem/shop/UIlistitem_ShopCostumeItem.prefab,UIlistitem_ShopCostumeItem,listitem,81,81,0,,UIlistitem_ShopCostumeItem|Mask|CostumeBG|LDPos(face)|Maid_1003_LD_Summer01|GameObject|SkeletonGraphic (Ch_Maid03_Basic01_LD)|Mate_1003_LD_Summer01|GameObject|SkeletonGraphic (Mate03_LD)|CH_Effects|NpcEffect,4
Assets/Resources/prefabs/ui/listitem/shop/UIListItem_ShopCurrency.prefab,UIListItem_ShopCurrency,listitem,43,44,1,loading,UIListItem_ShopCurrency|Item_Text|CurrencyBG|Top|InnerLine|Icon_Currency|AmountGroup|Amount|Item_Amount|eventBonus|BonusAmount|Bonusamount,0
Assets/Resources/prefabs/ui/listitem/shop/UIListItem_ShopDaily.prefab,UIListItem_ShopDaily,listitem,31,33,1,loading,UIListItem_ShopDaily|Item_Text|BlockBG|Icon_Block|BlockCover|Image|BottomBlock|Bottom1|Bottom2|deco|deco|InnerLine,0
Assets/Resources/prefabs/ui/listitem/shop/UIListItem_ShopKujiCoupon.prefab,UIListItem_ShopKujiCoupon,listitem,48,49,1,loading,UIListItem_ShopKujiCoupon|Item_Text|CurrencyBG|Top|InnerLine|Icon_Currency|Single|Bundle|Image (1)|Image (2)|Image (3)|Image (4),0
Assets/Resources/prefabs/ui/listitem/shop/UIListItem_ShopKujiCoupon_Set.prefab,UIListItem_ShopKujiCoupon_Set,listitem,120,122,1,loading,UIListItem_ShopKujiCoupon_Set|BG (1)|Mask|BG|SpinePos|UIListItem_Reward|Item_Reward|Item_Amount|Costume|GameObject|BGColor|Gradient,6
Assets/Resources/prefabs/ui/listitem/shop/UIListItem_ShopMaidGift.prefab,UIListItem_ShopMaidGift,listitem,49,51,1,loading,UIListItem_ShopMaidGift|BlockBG|Top|InnerLine|Icon_Block|AmountGroup|Count|Text|Amount|Item_Amount|BottomBlock|Bottom1,0
Assets/Resources/prefabs/ui/listitem/shop/UIListItem_ShopMemoryTicket.prefab,UIListItem_ShopMemoryTicket,listitem,98,99,1,loading,UIListItem_ShopMemoryTicket|Top|InnerLine|Mask|BG|BGCover|Glow1|Glow2|Icon|UIParticle|Text (TMP)|BtnGroup,2
Assets/Resources/prefabs/ui/listitem/shop/UIListItem_ShopSummerFestival.prefab,UIListItem_ShopSummerFestival,listitem,31,31,1,loading,UIListItem_ShopSummerFestival|BlockBG|Top|InnerLine|Icon_Block|AmountGroup|Amount|Item_Amount|Count|Text|BottomBlock|Bottom1,0
Assets/Resources/prefabs/ui/listitem/shop/UIListitem_SpecialBlockPackageQuest.prefab,UIListitem_SpecialBlockPackageQuest,listitem,31,31,0,,UIListitem_SpecialBlockPackageQuest|Text (TMP)|Text (TMP) (2)|Image|Image (1)|Image (2)|Image (3)|OrderList|OrderListitem|Image|Icon_MatchMark|CheckLine,0
Assets/Resources/prefabs/ui/listitem/shop/UIListItem_VideoBonus.prefab,UIListItem_VideoBonus,listitem,10,10,0,,UIListItem_VideoBonus|BG (5)|OnCurrentStep|Text_Amount|Item|Btn_Info|Icon_Info|OnClear|Dim|Icon,0
Assets/Resources/prefabs/ui/listitem/story/UIListitem_Logitem.prefab,UIListitem_Logitem,listitem,6,6,0,,UIListitem_Logitem|Name|ColorTag|Text_CharName|Text|Text_Dialog,2
Assets/Resources/prefabs/ui/listitem/story/UIListitem_StoryCharGroup.prefab,UIListitem_StoryCharGroup,listitem,11,11,1,story,UIListitem_StoryCharGroup|CharPos|1|2|3|4|5|-1|-2|Camera|CharParent,0
Assets/Resources/prefabs/ui/listitem/story/UiListitem_StoryCharInfo.prefab,UiListitem_StoryCharInfo,listitem,2,2,1,story,UiListitem_StoryCharInfo|LeftEnter,0
Assets/Resources/prefabs/ui/listitem/story/UIListitem_StoryDialog.prefab,UIListitem_StoryDialog,listitem,21,21,1,story,UIListitem_StoryDialog|DialogPreview|Text_DialogPreview|Tail|NPCDialog|Dialog|Bg|GameObject|GameObject (1)|GameObject (2)|Name|Char,1
Assets/Resources/prefabs/ui/listitem/story/UiListitem_StoryPopupImage.prefab,UiListitem_StoryPopupImage,listitem,3,3,1,story,UiListitem_StoryPopupImage|BG|image,1
Assets/Resources/prefabs/ui/listitem/story/UIListitem_StoryQuestPopup.prefab,UIListitem_StoryQuestPopup,listitem,18,18,1,story,UIListitem_StoryQuestPopup|BG|Panel|BGTittle|TextTitle|BtnClose|Top|Char|Chat|ChatBG|CharName|Text_CharName,2
Assets/Resources/prefabs/ui/listitem/story/UiListitem_StorySelectButton.prefab,UiListitem_StorySelectButton,listitem,13,13,1,story,UiListitem_StorySelectButton|Button 1|ButtonObject|Text (TMP) (1)|Button 1 (1)|ButtonObject|Text (TMP) (1)|Button 1 (2)|ButtonObject|Text (TMP) (1)|Button 1 (3)|ButtonObject,8
Assets/Resources/prefabs/ui/listitem/UIListitem_7DayCostume.prefab,UIListitem_7DayCostume,listitem,19,19,0,,UIListitem_7DayCostume|BG_T|Cover|DotLine|CurrentDay|ItemLight|OLLight|UIListItem_Reward|Item_Reward|Item_Amount|Costume|GameObject,0
Assets/Resources/prefabs/ui/listitem/UIListitem_Album_Grid_Img.prefab,UIListitem_Album_Grid_Img,listitem,10,10,0,,UIListitem_Album_Grid_Img|ImgMask|ImgSlot|ImgLock|ImgLock (2)|ImgLock (1)|ImgLock (3)|OutLine (1)|Text (TMP)|OutLine,0
Assets/Resources/prefabs/ui/listitem/UIListitem_AlbumGroup.prefab,UIListitem_AlbumGroup,listitem,79,79,0,,UIListitem_AlbumGroup|Grid_Imgs|UIListitem_Album_Grid_Img|ImgMask|ImgSlot|ImgLock|ImgLock (2)|ImgLock (1)|ImgLock (3)|OutLine (1)|Text (TMP)|OutLine,2
Assets/Resources/prefabs/ui/listitem/UIListitem_BandSheet.prefab,UIListitem_BandSheet,listitem,412,420,0,,UIListitem_BandSheet|ScoreSheet|HorizontalLine|Line|Line|Line|Line|Line|VerticalLine|Start|Empty|Line,5
Assets/Resources/prefabs/ui/listitem/UIListitem_BenefitMorePackage.prefab,UIListitem_BenefitMorePackage,listitem,54,54,0,,UIListitem_BenefitMorePackage|BG|Next_Arrow|Arrow|RewardGroup|UIListItem_RewardInfo|boximg|GameObject|Item|Item (1)|TextAmount|Btn_Info,0
Assets/Resources/prefabs/ui/listitem/UIListitem_BenefitSalePackage.prefab,UIListitem_BenefitSalePackage,listitem,55,55,0,,UIListitem_BenefitSalePackage|BG|Deco|Next_Arrow|Arrow|RewardGroup|UIListItem_RewardInfo|boximg|GameObject|Item|Item (1)|TextAmount,0
Assets/Resources/prefabs/ui/listitem/UIListItem_BlockSeq.prefab,UIListItem_BlockSeq,listitem,58,58,0,,UIListItem_BlockSeq|Default|Shell|Shell|Shell|Lock|Default|Bg_Lock|Image_|InnerLine|Current|Glow,0
Assets/Resources/prefabs/ui/listitem/UIListitem_CardPackTierRate.prefab,UIListitem_CardPackTierRate,listitem,12,12,0,,UIListitem_CardPackTierRate|Prize|ProductList|Image (1)|Image (2)|Image (3)|Image (4)|Image (5)|Image (6)|Image (7)|Probability|Text (TMP),0
Assets/Resources/prefabs/ui/listitem/UIListItem_ChatBoxImageLeft.prefab,UIListItem_ChatBoxImageLeft,listitem,3,3,0,,UIListItem_ChatBoxImageLeft|Mask|Contents_Img,0
Assets/Resources/prefabs/ui/listitem/UIListItem_ChatBoxLeft.prefab,UIListItem_ChatBoxLeft,listitem,2,2,0,,UIListItem_ChatBoxLeft|Text_Chat,0
Assets/Resources/prefabs/ui/listitem/UIListItem_ChatBoxRight.prefab,UIListItem_ChatBoxRight,listitem,2,2,0,,UIListItem_ChatBoxRight|Text_Chat,0
