source_type,source_name,source_path,node_path,layout_kind,anchor_min,anchor_max,anchored_position,size_delta,children_count
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_CustomerEpisode/Target_UI (2)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 320.0, ""y"": 450.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MemoryCardCollection/Btn_Ok (4)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 500.0, ""y"": 260.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_RandomRequest/Target_Request/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 20.0}","{""x"": 350.0, ""y"": 350.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/UITutorial_SeriouslyMerge/Target_UI (1)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 300.0, ""y"": 400.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_ApRecharge/Btn_Recharge/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 550.0, ""y"": 200.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MultipleQuest/Target_Request/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 95.0}","{""x"": 300.0, ""y"": 350.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidTeamformation/Target_UI (3)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 320.0, ""y"": 320.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidGift/Target_UI (6)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 500.0, ""y"": 200.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/-------------------------------/Tutorial_QuestInfoCheck/TargetBG_C,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 320.0}","{""x"": 900.0, ""y"": 100.0}",1
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/-------------------------------/Tutorial_QuestInfoCheck/TargetBG_C (1),fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 320.0}","{""x"": 900.0, ""y"": 100.0}",1
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/-------------------------------/Tutorial_QuestInfoCheck/TargetBG_C (2),fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 320.0}","{""x"": 900.0, ""y"": 100.0}",1
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_RequestComplete_A_A/Target_Request (1)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": -50.0, ""y"": 0.0}","{""x"": 450.0, ""y"": 200.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_Inventory/Target_UI/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 300.0, ""y"": 300.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidNote/Target_UI (1)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 300.0, ""y"": 300.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidTeamformation/Target_UI (1)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 300.0, ""y"": 300.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_Remodeling/Target_UI (1)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 300.0, ""y"": 300.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MemoryCardCollection/Target_UI (3)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 250.0, ""y"": 350.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/-------------------------------/Tutorial_QuestInfoCheck/TargetBG_C/TargetBg_C,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": -14.0}","{""x"": 860.0, ""y"": 100.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_UserProfile/Btn_Ok (3)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 65.0, ""y"": 0.0}","{""x"": 420.0, ""y"": 200.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_RequestStart_A/Dialogue/TextObject_A/UIChatBox/BG,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": -100.0}","{""x"": 400.0, ""y"": 200.0}",3
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,UIStory/StoryGroup/StoryUICanvas/SafeArea/UIListitem_StoryDialog/NPCDialog/Dialog/Bg,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": -100.0}","{""x"": 400.0, ""y"": 200.0}",3
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_RequestStart_A/Dialogue/TextObject_B/UIChatBox/BG,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": -100.0}","{""x"": 400.0, ""y"": 200.0}",1
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,BGCanvas/SafeArea/BG_Bar/BG_Top,mixed,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 400.0, ""y"": 200.0}",1
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidGift/Target_UI (1)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 280.0, ""y"": 280.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidGift/Target_UI (3)/TargetBg (1),fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 280.0, ""y"": 280.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidSkill/Target_UI (1)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 280.0, ""y"": 280.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_RequestComplete_A_C/Btn_Request_Complete (1)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 430.0, ""y"": 180.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_Costume/TargetBg_E,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 50.0}","{""x"": 220.0, ""y"": 350.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_Costume/TargetBg_F,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 50.0}","{""x"": 420.0, ""y"": 180.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MemoryCardShop/Target_UI (2)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 420.0, ""y"": 180.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_NewEvent/Target_UI_Round/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 500.0, ""y"": 150.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidAIChat/Target_UI_CreateButton/TargetBg_CreateButton,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 486.0, ""y"": 153.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/SafeArea/UIOutGame/UIOutGame/InGameBtn,fixed_anchor,"{""x"": 1.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 0.0}","{""x"": -30.0, ""y"": 20.0}","{""x"": 300.0, ""y"": 246.0}",1
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/SafeArea/UIOutGame/UIOutGame/InGameBtn/InGame,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 300.0, ""y"": 246.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_RequestComplete_A_C/TargetBg_B,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 50.0}","{""x"": 430.0, ""y"": 170.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_Collection/Target_UI (1)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 260.0, ""y"": 280.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_StoryReplay/Target_UI (1)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 260.0, ""y"": 280.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_StoryReplay/Btn_Ok (1)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 260.0, ""y"": 280.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidChat/Target_UI (1)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 260.0, ""y"": 280.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidChat/Btn_Ok (1)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 260.0, ""y"": 280.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidGift/Btn_Ok (1)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 260.0, ""y"": 280.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidSkill/Btn_Ok (1)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 260.0, ""y"": 280.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MemoryCardCollection/Target_UI (1)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 260.0, ""y"": 280.0}",0
prefab,UIOutGame,Assets/Resources/prefabs/ui/UIOutGame.prefab,UIOutGame,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",1
prefab,UIOutGame,Assets/Resources/prefabs/ui/UIOutGame.prefab,UIOutGame/UIOutGame/UIMaidLD/Dim,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 400.0, ""y"": 400.0}",0
prefab,UIOutGame,Assets/Resources/prefabs/ui/UIOutGame.prefab,UIOutGame/UIOutGame/InGameBtn,fixed_anchor,"{""x"": 1.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 0.0}","{""x"": -30.0, ""y"": 20.0}","{""x"": 300.0, ""y"": 246.0}",1
prefab,UIOutGame,Assets/Resources/prefabs/ui/UIOutGame.prefab,UIOutGame/UIOutGame/InGameBtn/InGame,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 300.0, ""y"": 246.0}",0
prefab,UIOutGame,Assets/Resources/prefabs/ui/UIOutGame.prefab,UIOutGame/UIOutGame/MaidLobbyBtn,fixed_anchor,"{""x"": 1.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 0.0}","{""x"": -360.0, ""y"": 35.0}","{""x"": 200.0, ""y"": 200.0}",2
prefab,UIOutGame,Assets/Resources/prefabs/ui/UIOutGame.prefab,UIOutGame/UIOutGame,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",5
prefab,UIOutGame,Assets/Resources/prefabs/ui/UIOutGame.prefab,UIOutGame/UIOutGame/MaidLobbyBtn/ToOutGame,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UIOutGame,Assets/Resources/prefabs/ui/UIOutGame.prefab,UIOutGame/UIOutGame/MaidLobbyBtn/ToMaidLobby,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UIOutGame,Assets/Resources/prefabs/ui/UIOutGame.prefab,UIOutGame/UIOutGame/UIMaidLD/Btn_ToInteraction,fixed_anchor,"{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 320.0}","{""x"": 320.0, ""y"": 590.0}",0
prefab,UIOutGame,Assets/Resources/prefabs/ui/UIOutGame.prefab,UIOutGame/UIOutGame/UIMaidLD/Btn_ToNormal,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 400.0, ""y"": 400.0}",0
prefab,UIOutGame,Assets/Resources/prefabs/ui/UIOutGame.prefab,UIOutGame/UIOutGame/UIMaidLD/SpinePos/Npc_Dialog,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 1179.3999}","{""x"": 540.0, ""y"": 158.8}",3
prefab,UIOutGame,Assets/Resources/prefabs/ui/UIOutGame.prefab,UIOutGame/UIOutGame/UIMaidLD/Btn_InteractionArea,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": -100.05003}","{""x"": -400.0, ""y"": -199.89992}",0
prefab,UIOutGame,Assets/Resources/prefabs/ui/UIOutGame.prefab,UIOutGame/UIOutGame/UIMaidLD/SpinePos/Npc_Dialog/Text_Dialog,fixed_anchor,"{""x"": 0.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 1.0}","{""x"": 270.0, ""y"": -79.4}","{""x"": 480.0, ""y"": 118.8}",0
prefab,UIOutGame,Assets/Resources/prefabs/ui/UIOutGame.prefab,UIOutGame/UIOutGame/UIVillageReBuild/Fillbar,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 560.0, ""y"": 100.0}",3
prefab,UIOutGame,Assets/Resources/prefabs/ui/UIOutGame.prefab,UIOutGame/UIOutGame/UIMaidLD/SpinePos,fixed_anchor,"{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 240.0, ""y"": -650.0}","{""x"": 100.0, ""y"": 100.0}",1
prefab,UIOutGame,Assets/Resources/prefabs/ui/UIOutGame.prefab,UIOutGame/UIOutGame/UIVillageReBuild,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 100.0, ""y"": 100.0}",1
prefab,UIOutGame,Assets/Resources/prefabs/ui/UIOutGame.prefab,UIOutGame/UIOutGame/FurnitureQuest,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 100.0, ""y"": 100.0}",0
prefab,UIOutGame,Assets/Resources/prefabs/ui/UIOutGame.prefab,UIOutGame/UIOutGame/UIMaidLD/SpinePosTarget_Normal,fixed_anchor,"{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 240.0, ""y"": -650.0}","{""x"": 100.0, ""y"": 100.0}",0
prefab,UIOutGame,Assets/Resources/prefabs/ui/UIOutGame.prefab,UIOutGame/UIOutGame/UIMaidLD/SpinePosTarget_Interaction,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": -1500.0}","{""x"": 100.0, ""y"": 100.0}",0
prefab,UIOutGame,Assets/Resources/prefabs/ui/UIOutGame.prefab,UIOutGame/UIOutGame/UIVillageReBuild/Fillbar/Image,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 80.0, ""y"": 80.0}",0
prefab,UIOutGame,Assets/Resources/prefabs/ui/UIOutGame.prefab,UIOutGame/UIOutGame/UIMaidLD/SpinePos/Npc_Dialog/Tail,fixed_anchor,"{""x"": 0.5, ""y"": 1.0}","{""x"": 0.5, ""y"": 1.0}","{""x"": 50.0, ""y"": 6.0}","{""x"": 25.0, ""y"": 15.0}",0
prefab,UIOutGame,Assets/Resources/prefabs/ui/UIOutGame.prefab,UIOutGame/UIOutGame/UIMaidLD,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",7
prefab,UIOutGame,Assets/Resources/prefabs/ui/UIOutGame.prefab,UIOutGame/UIOutGame/UIVillageReBuild/Fillbar/Fill Area,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",1
prefab,UIOutGame,Assets/Resources/prefabs/ui/UIOutGame.prefab,UIOutGame/UIOutGame/UIMaidLD/SpinePos/Npc_Dialog/Icon_Dialog,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UIOutGame,Assets/Resources/prefabs/ui/UIOutGame.prefab,UIOutGame/UIOutGame/UIVillageReBuild/Fillbar/Background,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UIOutGame,Assets/Resources/prefabs/ui/UIOutGame.prefab,UIOutGame/UIOutGame/UIVillageReBuild/Fillbar/Fill Area/Fill,fixed_anchor,"{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UIOutGame,Assets/Resources/prefabs/ui/uiroot/UIOutGame.prefab,UIOutGame,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",1
prefab,UIOutGame,Assets/Resources/prefabs/ui/uiroot/UIOutGame.prefab,UIOutGame/Button,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 160.0, ""y"": 30.0}",1
prefab,UIOutGame,Assets/Resources/prefabs/ui/uiroot/UIOutGame.prefab,UIOutGame/Button/Text (TMP),full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",5
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading),fixed_anchor,"{""x"": 0.5, ""y"": 0.0}","{""x"": 0.5, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 2000.0, ""y"": 2000.0}",41
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeB/SkeletonGraphic (Aku_Loading),fixed_anchor,"{""x"": 0.5, ""y"": 0.0}","{""x"": 0.5, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 2000.0, ""y"": 2000.0}",41
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeC/SkeletonGraphic (Aku_Loading),fixed_anchor,"{""x"": 0.5, ""y"": 0.0}","{""x"": 0.5, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 2000.0, ""y"": 2000.0}",41
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeD/SkeletonGraphic (Aku_Loading),fixed_anchor,"{""x"": 0.5, ""y"": 0.0}","{""x"": 0.5, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 2000.0, ""y"": 2000.0}",41
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeE/SkeletonGraphic (Aku_Loading),fixed_anchor,"{""x"": 0.5, ""y"": 0.0}","{""x"": 0.5, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 2000.0, ""y"": 2000.0}",41
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeF/SkeletonGraphic (Aku_Loading),fixed_anchor,"{""x"": 0.5, ""y"": 0.0}","{""x"": 0.5, ""y"": 0.0}","{""x"": -23.0, ""y"": 60.0}","{""x"": 2000.0, ""y"": 2000.0}",41
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeG/SkeletonGraphic (Aku_Loading),fixed_anchor,"{""x"": 0.5, ""y"": 0.0}","{""x"": 0.5, ""y"": 0.0}","{""x"": 23.0, ""y"": 0.0}","{""x"": 2000.0, ""y"": 2000.0}",41
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeChristMas (1)/BG,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 475.0, ""y"": 300.0}","{""x"": 1050.0, ""y"": 2686.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeNormal/BG,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 200.0, ""y"": 200.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeNormal,fixed_anchor,"{""x"": 0.5, ""y"": 0.0}","{""x"": 0.5, ""y"": 0.0}","{""x"": 0.0, ""y"": -418.0}","{""x"": 1655.45, ""y"": 2314.2402}",2
