_index,id,occupation,heroType,rare,rare2,rare3,isShow,isAdvanced,advanced,advancedGoods,advancedSkin,mimicry,evolution,exclusiveGift,recruitItem,goodExp,extraCost,goodLimit,max,maxSkill,development,skillLimit,normalAttack,skill1,skill2,skill3,skill4,changeLimit,skin,slugRecommend,recruitVideo,attackAuto,flyObj,hitEff,powerStar,powerIcon,npcPic,favorLimit,favorGoods,name,jName,tName,label,recruit,number,myth,poewr,career,personality,hobby,birthday,description,story1,story2,story3,height,birth,age,birthplace,hate,sex,coreAttribute,fightStyle
46,240087,1,4,3,0,0,1,0,0,,0,0,1,210080,1240087,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10",44,1662155;380;60067;1259777;7157;301,240087004;240087303;240087103;240087204,110000560;1200;0|110000550;25;0|110000560;480;0|110000550;55;0|110000560;840;0|110000550;85;0|110000560;1200;0,4,24008700,240087001,240087301,240087101,240087201,44,24008700,2700020;2700026;2700041;2700042;2700043,,attack,hero_060q_attack1_dandao,hero_060q_attack,1003,flag_1008,24008700,10000,700005;700014;700006;700023,hero_title240087,hero_title240087,hero2400871,hero_label_2400871;hero_label_2400872,hero_zm_240087,hero_bh_240087,hero_sh_240087,hero_sl_240087,hero_zy_240087,hero_rg_240087,hero_xh_240087,hero_sr_240087,hero_js_240087,hero_s1_240087,hero_s2_240087,hero_s3_240087,hero_height_057,hero_birth_057,hero_age_057,hero_birthplace_057,hero_hate_057,hero_nv,101,1
47,240088,1,4,3,0,0,1,0,0,,0,0,1,210081,1240088,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10",44,1568313;380;57420;1336357;7661;313,240088003;240088303;240088104;240088204,110000560;1200;0|110000550;25;0|110000560;480;0|110000550;55;0|110000560;840;0|110000550;85;0|110000560;1200;0,4,24008800,240088001,240088301,240088101,240088201,44,24008800,2700020;2700026;2700041;2700042;2700043,,attack,hero_045q_attack1_dandao,hero_045q_attack,1003,flag_1011,24008800,10000,700005;700006;700007;700022,hero_title240088,hero_title240088,hero2400881,hero_label_2400881;hero_label_2400882,hero_zm_240088,hero_bh_240088,hero_sh_240088,hero_sl_240088,hero_zy_240088,hero_rg_240088,hero_xh_240088,hero_sr_240088,hero_js_240088,hero_s1_240088,hero_s2_240088,hero_s3_240088,hero_height_058,hero_birth_058,hero_age_058,hero_birthplace_058,hero_hate_058,hero_nv,110,1
48,240089,2,1,3,1,1,1,0,0,,0,0,1,210082,1240089,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10",44,2704750;380;158251;1160461;6069;205,240089004;240089303;240089103;240089204,110000550;100;0|110000560;300;0|110000550;40;0|110000560;660;0|110000550;70;0|110000560;1020;0|110000550;100;0,4,24008900,240089001,240089301,240089101,240089201,44,24008900,2700012;2700013;2700031;2700034;2700037,,attack1,hero_011q_attack1_dandao,hero_011q_attack1_hit_afk,1003,flag_1003,24008900,10000,700005;700014;700016;700029,hero_title240089,hero_title240089,hero2400891,hero_label_2400891;hero_label_2400892,hero_zm_240089,hero_bh_240089,hero_sh_240089,hero_sl_240089,hero_zy_240089,hero_rg_240089,hero_xh_240089,hero_sr_240089,hero_js_240089,hero_s1_240089,hero_s2_240089,hero_s3_240089,hero_height_059,hero_birth_059,hero_age_059,hero_birthplace_059,hero_hate_059,hero_nv,109,0
49,240090,1,1,3,1,0,1,0,0,,0,0,1,210083,1240090,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10",44,2242771;380;70273;1528756;8059;313,240090004;240090303;240090104;240090203,110000560;1200;0|110000550;25;0|110000560;480;0|110000550;55;0|110000560;840;0|110000550;85;0|110000560;1200;0,4,24009000,240090001,240090301,240090101,240090201,44,24009000,2700020;2700026;2700041;2700042;2700043,,attack,hero_015q_attack1_dandao,hero_015q_attack,1003,flag_1005,24009000,10000,700002;700015;700007;700026,hero_title240090,hero_title240090,hero2400901,hero_label_2400901;hero_label_2400902,hero_zm_240090,hero_bh_240090,hero_sh_240090,hero_sl_240090,hero_zy_240090,hero_rg_240090,hero_xh_240090,hero_sr_240090,hero_js_240090,hero_s1_240090,hero_s2_240090,hero_s3_240090,hero2400364,hero2400365,hero2400366,hero2400367,hero2400368,hero_nan,110,1
50,240091,1,3,3,1,1,1,0,0,,0,0,1,210084,1240091,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10",44,2145202;380;72485;1577027;8313;313,240091003;240091303;240091104;240091204,110000560;1200;0|110000550;25;0|110000560;480;0|110000550;55;0|110000560;840;0|110000550;85;0|110000560;1200;0,4,24009100,240091001,240091301,240091101,240091201,44,24009100,2700020;2700026;2700041;2700042;2700043,,attack,hero_019q_attack1_dandao,hero_019q_attack,1003,flag_1004,24009100,10000,700001;700017;700013;700025,hero_title240091,hero_title240091,hero2400911,hero_label_2400911;hero_label_2400912,hero_zm_240091,hero_bh_240091,hero_sh_240091,hero_sl_240091,hero_zy_240091,hero_rg_240091,hero_xh_240091,hero_sr_240091,hero_js_240091,hero_s1_240091,hero_s2_240091,hero_s3_240091,hero_height_060,hero_birth_060,hero_age_060,hero_birthplace_060,hero_hate_060,hero_nv,106,1
51,240092,4,5,4,0,2,1,0,0,,0,0,1,210085,1240092,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|50|50|50|50|50|50|60|60|60|60|60|60|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;20000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;40000,200033;10",44,5643052;380;196992;2921235;8026;201,240092003;240092304;240092104;240092204,110000560;2160;0|110000550;45;0|110000560;840;0|110000550;95;0|110000560;1440;0|110000550;150;0|110000560;2160;0|110000550;210;0|110000560;2880;0,4,24009200,240092001,240092301,240092101,240092201,99,24009200,2700014;2700026;2700028;2700038,recruit_010,attack1,hero_010q_attack1_dandao,hero_010q_attack1_hit_afk,1003,flag_1003,24009200,10000,700002;700008;700012;700025,hero_title240092,hero_title240092,hero2400921,hero_label_2400921;hero_label_2400922,hero_zm_240092,hero_bh_240092,hero_sh_240092,hero_sl_240092,hero_zy_240092,hero_rg_240092,hero_xh_240092,hero_sr_240092,hero_js_240092,hero_s1_240092,hero_s2_240092,hero_s3_240092,hero_height_061,hero_birth_061,hero_age_061,hero_birthplace_061,hero_hate_061,hero_nv,110,0
52,240093,2,3,4,0,2,1,0,0,,0,0,1,210086,1240093,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|50|50|50|50|50|50|60|60|60|60|60|60|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;20000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;40000,200033;10",44,5901326;380;265957;1964274;7297;105,240093003;240093304;240093104;240093204,110000550;180;0|110000560;540;0|110000550;70;0|110000560;1140;0|110000550;120;0|110000560;1800;0|110000550;180;0|110000560;2520;0|110000550;240;0,4,24009300,240093001,240093301,240093101,240093201,99,24009300,2700013;2700015;2700031;2700034;2700037;2700040,recruit_052,attack,hero_052q_attack1_dandao,hero_052q_attack,1003,flag_1003,24009300,10000,700001;700017;700015;700029,hero_title240093,hero_title240093,hero2400931,hero_label_2400931;hero_label_2400932,hero_zm_240093,hero_bh_240093,hero_sh_240093,hero_sl_240093,hero_zy_240093,hero_rg_240093,hero_xh_240093,hero_sr_240093,hero_js_240093,hero_s1_240093,hero_s2_240093,hero_s3_240093,hero_height_062,hero_birth_062,hero_age_062,hero_birthplace_062,hero_hate_062,hero_nv,109,1
53,240094,3,2,4,0,2,1,0,0,,0,0,1,210087,1240094,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|50|50|50|50|50|50|60|60|60|60|60|60|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;20000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;40000,200033;10",44,5879649;380;265957;1938771;7369;212,240094003;240094304;240094104;240094204,110000550;180;0|110000560;540;0|110000550;70;0|110000560;1140;0|110000550;120;0|110000560;1800;0|110000550;180;0|110000560;2520;0|110000550;240;0,4,24009400,240094001,240094301,240094101,240094201,99,24009400,2700013;2700025;2700030;2700035,recruit_051,attack0,hero_051q_attack1_dandao,hero_051q_attack,1003,flag_1003,24009400,10000,700004;700019;700016;700023,hero_title240094,hero_title240094,hero2400941,hero_label_2400941;hero_label_2400942,hero_zm_240094,hero_bh_240094,hero_sh_240094,hero_sl_240094,hero_zy_240094,hero_rg_240094,hero_xh_240094,hero_sr_240094,hero_js_240094,hero_s1_240094,hero_s2_240094,hero_s3_240094,hero_height_004,hero_birth_004,hero_age_004,hero_birthplace_004,hero_hate_004,hero_nv,104,1
54,240095,3,5,4,0,2,1,0,0,,0,0,1,210088,1240095,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|50|50|50|50|50|50|60|60|60|60|60|60|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;20000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;40000,200033;10",44,5920816;380;268683;1945299;7374;104,240095004;240095304;240095104;240095203,110000550;180;0|110000560;540;0|110000550;70;0|110000560;1140;0|110000550;120;0|110000560;1800;0|110000550;180;0|110000560;2520;0|110000550;240;0,4,24009500,240095001,240095301,240095101,240095201,99,24009500,2700013;2700025;2700030;2700035,recruit_012,attack,hero_012q_attack1_dandao,hero_012q_attack,1003,flag_1005,24009500,10000,700002;700011;700015;700022,hero_title240095,hero_title240095,hero2400951,hero_label_2400951;hero_label_2400952,hero_zm_240095,hero_bh_240095,hero_sh_240095,hero_sl_240095,hero_zy_240095,hero_rg_240095,hero_xh_240095,hero_sr_240095,hero_js_240095,hero_s1_240095,hero_s2_240095,hero_s3_240095,hero_height_030,hero_birth_030,hero_age_030,hero_birthplace_030,hero_hate_030,hero_nv,102,1
55,240096,2,1,4,0,2,1,0,0,,0,0,1,210089,1240096,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|50|50|50|50|50|50|60|60|60|60|60|60|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;20000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;40000,200033;10",44,5906077;380;263785;1987430;7273;204,240096004;240096304;240096104;240096203,110000550;180;0|110000560;540;0|110000550;70;0|110000560;1140;0|110000550;120;0|110000560;1800;0|110000550;180;0|110000560;2520;0|110000550;240;0,4,24009600,240096001,240096301,240096101,240096201,99,24009600,2700012;2700013;2700031;2700034;2700037;2700040,recruit_050,attack1,hero_050q_attack1_dandao,hero_050q_attack1_hit_afk,1003,flag_1003,24009600,10000,700003;700009;700012;700028,hero_title240096,hero_title240096,hero2400961,hero_label_2400961;hero_label_2400962,hero_zm_240096,hero_bh_240096,hero_sh_240096,hero_sl_240096,hero_zy_240096,hero_rg_240096,hero_xh_240096,hero_sr_240096,hero_js_240096,hero_s1_240096,hero_s2_240096,hero_s3_240096,hero_height_034,hero_birth_034,hero_age_034,hero_birthplace_034,hero_hate_034,hero_nv,109,0
56,240097,1,4,4,0,2,1,0,0,,0,0,1,210090,1240097,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|50|50|50|50|50|50|60|60|60|60|60|60|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;20000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;40000,200033;10",44,5183537;380;125693;2632018;10043;304,240097004;240097304;240097103;240097204,110000560;2160;0|110000550;45;0|110000560;840;0|110000550;95;0|110000560;1440;0|110000550;150;0|110000560;2160;0|110000550;210;0|110000560;2880;0,4,24009700,240097001,240097301,240097101,240097201,99,24009700,2700020;2700026;2700041;2700042;2700043,recruit_065,attack1,hero_065q_attack1_dandao,hero_065q_attack1_hit_afk,1003,flag_1005,24009700,10000,700005;700006;700010;700029,hero_title240097,hero_title240097,hero2400971,hero_label_2400971;hero_label_2400972,hero_zm_240097,hero_bh_240097,hero_sh_240097,hero_sl_240097,hero_zy_240097,hero_rg_240097,hero_xh_240097,hero_sr_240097,hero_js_240097,hero_s1_240097,hero_s2_240097,hero_s3_240097,hero_height_048,hero_birth_048,hero_age_048,hero_birthplace_048,hero_hate_048,hero_nv,108,1
57,240098,4,1,4,0,2,1,0,0,,0,0,1,210091,1240098,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|50|50|50|50|50|50|60|60|60|60|60|60|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;20000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;40000,200033;10",44,5602905;380;196372;2877017;8081;312,240098003;240098304;240098104;240098204,110000560;2160;0|110000550;45;0|110000560;840;0|110000550;95;0|110000560;1440;0|110000550;150;0|110000560;2160;0|110000550;210;0|110000560;2880;0,4,10000,240098001,240098301,240098101,240098201,99,24009800,2700014;2700026;2700028;2700038,recruit_009,attack1,hero_009q_attack1_dandao,hero_009q_attack1_hit_afk,1003,flag_1005,24009800,10000,700002;700017;700009;700025,hero_title240098,hero_title240098,hero2400981,hero_label_2400981;hero_label_2400982,hero_zm_240098,hero_bh_240098,hero_sh_240098,hero_sl_240098,hero_zy_240098,hero_rg_240098,hero_xh_240098,hero_sr_240098,hero_js_240098,hero_s1_240098,hero_s2_240098,hero_s3_240098,hero_height_063,hero_birth_063,hero_age_063,hero_birthplace_063,hero_hate_063,hero_nv,106,0
58,240099,1,2,4,0,2,1,0,0,,0,0,1,210092,1240099,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|50|50|50|50|50|50|60|60|60|60|60|60|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;20000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;40000,200033;10",44,5225689;380;121858;2765319;10009;300,240099003;240099304;240099104;240099204,110000560;2160;0|110000550;45;0|110000560;840;0|110000550;95;0|110000560;1440;0|110000550;150;0|110000560;2160;0|110000550;210;0|110000560;2880;0,4,10000,240099001,240099301,240099101,240099201,99,24009900,2700020;2700026;2700041;2700042;2700043,recruit_061,attack,hero_061q_attack1_dandao,hero_061q_attack,1003,flag_1008,24009900,10000,700004;700009;700007;700024,hero_title240099,hero_title240099,hero2400991,hero_label_2400991;hero_label_2400992,hero_zm_240099,hero_bh_240099,hero_sh_240099,hero_sl_240099,hero_zy_240099,hero_rg_240099,hero_xh_240099,hero_sr_240099,hero_js_240099,hero_s1_240099,hero_s2_240099,hero_s3_240099,hero_height_064,hero_birth_064,hero_age_064,hero_birthplace_064,hero_hate_064,hero_nv,108,1
59,240100,4,3,4,0,2,1,0,0,,0,0,1,210093,1240100,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|50|50|50|50|50|50|60|60|60|60|60|60|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;20000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;40000,200033;10",44,5625478;380;194178;2937412;8061;101,240100003;240100304;240100104;240100204,110000560;2160;0|110000550;45;0|110000560;840;0|110000550;95;0|110000560;1440;0|110000550;150;0|110000560;2160;0|110000550;210;0|110000560;2880;0,4,24010000,240100001,240100301,240100101,240100201,99,24010000,2700014;2700026;2700028;2700038,recruit_013,attack1,hero_013q_attack1_dandao,hero_013q_attack1_hit_afk,1003,flag_1007,24010000,10000,700001;700020;700008;700030,hero_title240100,hero_title240100,hero2401001,hero_label_2401001;hero_label_2401002,hero_zm_240100,hero_bh_240100,hero_sh_240100,hero_sl_240100,hero_zy_240100,hero_rg_240100,hero_xh_240100,hero_sr_240100,hero_js_240100,hero_s1_240100,hero_s2_240100,hero_s3_240100,hero_height_065,hero_birth_065,hero_age_065,hero_birthplace_065,hero_hate_065,hero_nv,112,0
60,240101,3,4,4,0,2,1,0,0,,0,0,1,210094,1240101,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|50|50|50|50|50|50|60|60|60|60|60|60|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;20000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;40000,200033;10",44,5902946;380;265123;1958145;7383;108,240101004;240101304;240101104;240101203,110000550;180;0|110000560;540;0|110000550;70;0|110000560;1140;0|110000550;120;0|110000560;1800;0|110000550;180;0|110000560;2520;0|110000550;240;0,4,24010100,240101001,240101301,240101101,240101201,99,24010100,2700013;2700030;2700035,recruit_053,attack1,hero_053q_attack1_dandao,hero_053q_attack1_hit_afk,1003,flag_1003,24010100,10000,700005;700019;700012;700026,hero_title240101,hero_title240101,hero2401011,hero_label_2401011;hero_label_2401012,hero_zm_240101,hero_bh_240101,hero_sh_240101,hero_sl_240101,hero_zy_240101,hero_rg_240101,hero_xh_240101,hero_sr_240101,hero_js_240101,hero_s1_240101,hero_s2_240101,hero_s3_240101,hero_height_066,hero_birth_066,hero_age_066,hero_birthplace_066,hero_hate_066,hero_nv,107,0
61,240102,2,5,4,0,2,1,0,0,,0,0,1,210095,1240102,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|50|50|50|50|50|50|60|60|60|60|60|60|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;20000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;40000,200033;10",44,5892045;380;263240;1967516;7366;104,240102003;240102304;240102104;240102204,110000550;180;0|110000560;540;0|110000550;70;0|110000560;1140;0|110000550;120;0|110000560;1800;0|110000550;180;0|110000560;2520;0|110000550;240;0,4,24010200,240102001,240102301,240102101,240102201,99,24010200,2700013;2700031;2700037;2700040,recruit_046,attack1,hero_046q_attack1_dandao,hero_046q_attack1_hit_afk,1003,flag_1009,24010200,10000,700002;700011;700017;700027,hero_title240102,hero_title240102,hero2401021,hero_label_2401021;hero_label_2401022,hero_zm_240102,hero_bh_240102,hero_sh_240102,hero_sl_240102,hero_zy_240102,hero_rg_240102,hero_xh_240102,hero_sr_240102,hero_js_240102,hero_s1_240102,hero_s2_240102,hero_s3_240102,hero_height_067,hero_birth_067,hero_age_067,hero_birthplace_067,hero_hate_067,hero_nv,109,0
